time_sec,forward_speed_mps,lateral_speed_mps,total_speed_mps,yaw_rate_deg_s
1785587235.709,0.113859,0.000536,0.113860,0.723
1785587235.745,0.274453,0.007530,0.274557,-0.083
1785587235.778,0.299867,-0.011667,0.300094,-1.706
1785587235.811,0.277082,0.002190,0.277090,-1.229
1785587235.844,0.274080,0.006922,0.274168,-0.781
1785587235.877,0.268852,-0.004874,0.268896,-0.229
1785587235.910,0.302584,-0.011063,0.302786,-0.065
1785587235.944,0.350801,-0.001337,0.350804,-0.153
1785587235.976,0.349059,0.000831,0.349060,-0.355
1785587236.009,0.344095,-0.003876,0.344117,-0.347
1785587236.046,0.322812,-0.004847,0.322848,-0.298
1785587236.082,0.315792,-0.007504,0.315881,-0.037
1785587236.113,0.318742,-0.003943,0.318767,0.346
1785587236.144,0.320382,-0.001605,0.320386,0.202
1785587236.177,0.320811,-0.003997,0.320836,-0.179
1785587236.210,0.323128,-0.008856,0.323249,-0.068
1785587236.244,0.320795,-0.003081,0.320810,0.061
1785587236.276,0.312626,0.006974,0.312704,0.067
1785587236.309,0.310960,0.011308,0.311166,-0.132
1785587236.346,0.321974,-0.005454,0.322020,-0.105
1785587236.379,0.326398,-0.011017,0.326584,0.141
1785587236.412,0.329294,0.000276,0.329294,0.118
1785587236.444,0.332170,-0.001098,0.332171,0.082
1785587236.477,0.331260,-0.011543,0.331461,0.229
1785587236.510,0.320287,-0.008569,0.320401,0.514
1785587236.543,0.312888,0.001549,0.312892,0.480
1785587236.577,0.316331,0.007357,0.316417,0.322
1785587236.610,0.317563,0.005519,0.317611,0.036
1785587236.649,0.320336,-0.001397,0.320339,0.004
1785587236.678,0.321979,-0.000928,0.321980,0.165
1785587236.711,0.325470,0.005058,0.325509,0.231
1785587236.744,0.324582,0.005373,0.324626,0.143
1785587236.777,0.319837,-0.000352,0.319837,0.011
1785587236.809,0.318434,-0.000863,0.318435,0.214
1785587236.843,0.322613,0.004250,0.322641,0.191
1785587236.876,0.323020,0.008057,0.323121,0.010
1785587236.909,0.321004,0.004882,0.321041,0.011
1785587236.946,0.327455,-0.004217,0.327482,0.102
1785587236.978,0.332493,-0.010661,0.332664,0.222
1785587237.011,0.325921,0.000201,0.325921,0.172
1785587237.044,0.316535,0.012559,0.316784,0.117
1785587237.077,0.314258,0.011508,0.314468,0.053
1785587237.110,0.321013,-0.000329,0.321013,0.060
1785587237.144,0.326143,0.004429,0.326173,0.063
1785587237.177,0.327799,0.017026,0.328240,0.002
1785587237.210,0.323607,0.019200,0.324177,-0.013
1785587237.246,0.316046,0.002543,0.316057,-0.011
1785587237.278,0.316138,0.000020,0.316138,-0.022
1785587237.311,0.317574,0.011733,0.317791,0.042
1785587237.344,0.317606,0.012778,0.317863,0.042
1785587237.377,0.318899,0.007269,0.318981,-0.025
1785587237.412,0.319317,0.002166,0.319325,-0.083
1785587237.443,0.323156,0.003157,0.323171,-0.034
1785587237.476,0.325452,0.004003,0.325477,0.134
1785587237.510,0.327532,0.005540,0.327579,0.157
1785587237.545,0.318508,0.004766,0.318544,0.096
1785587237.578,0.308855,0.002981,0.308869,0.093
1785587237.612,0.305894,0.002550,0.305905,0.213
1785587237.644,0.306064,0.011864,0.306294,0.149
1785587237.677,0.310330,0.016410,0.310763,-0.085
1785587237.711,0.320691,0.004620,0.320724,0.133
1785587237.744,0.334426,0.004399,0.334455,0.271
1785587237.776,0.331138,0.013262,0.331404,-0.018
1785587237.810,0.324174,0.016966,0.324618,-0.201
1785587237.845,0.317848,0.002217,0.317856,-0.117
1785587237.880,0.306629,-0.003193,0.306645,0.090
1785587237.913,0.306794,0.006200,0.306857,0.115
1785587237.945,0.311251,0.011019,0.311446,0.085
1785587237.977,0.312733,0.003549,0.312753,0.036
1785587238.010,0.324243,0.003289,0.324260,0.048
1785587238.044,0.331972,0.006341,0.332033,-0.062
1785587238.076,0.326818,0.007036,0.326894,-0.094
1785587238.110,0.326442,0.005178,0.326483,0.025
1785587238.145,0.316335,0.004514,0.316367,-0.030
1785587238.178,0.308028,0.007137,0.308110,0.043
1785587238.212,0.313760,0.010579,0.313938,0.137
1785587238.244,0.320040,0.007504,0.320128,0.068
1785587238.279,0.332600,0.001619,0.332604,0.050
1785587238.310,0.346489,-0.004340,0.346516,0.192
1785587238.343,0.346828,0.003018,0.346841,0.179
1785587238.379,0.326092,0.016405,0.326505,-0.063
1785587238.411,0.303004,0.012027,0.303243,0.040
1785587238.445,0.307344,-0.009513,0.307492,0.285
1785587238.479,0.317404,-0.013950,0.317710,0.552
1785587238.511,0.328754,0.008257,0.328857,0.360
1785587238.547,0.337509,0.018077,0.337993,0.185
1785587238.577,0.337337,0.011481,0.337532,0.009
1785587238.610,0.335164,-0.000118,0.335164,0.051
1785587238.644,0.315400,0.004081,0.315426,0.071
1785587238.676,0.311188,0.013522,0.311482,0.233
1785587238.709,0.321390,0.011989,0.321613,0.206
1785587238.745,0.321495,0.002350,0.321504,0.108
1785587238.778,0.324542,0.002221,0.324550,-0.008
1785587238.812,0.330148,0.007020,0.330223,0.107
1785587238.844,0.328669,0.005887,0.328721,0.154
1785587238.877,0.330880,0.002451,0.330889,0.141
1785587238.910,0.327035,-0.003414,0.327053,0.185
1785587238.943,0.317379,-0.003259,0.317395,0.247
1785587238.976,0.316877,0.002845,0.316890,0.141
1785587239.010,0.320538,0.010719,0.320717,-0.048
1785587239.045,0.320646,0.005138,0.320687,-0.088
1785587239.078,0.316856,-0.003719,0.316878,0.051
1785587239.111,0.319281,0.001359,0.319284,0.274
1785587239.145,0.325830,0.012121,0.326055,0.215
1785587239.177,0.324061,0.017140,0.324513,-0.091
1785587239.211,0.324687,0.006334,0.324749,-0.223
1785587239.243,0.324523,-0.004071,0.324549,-0.118
1785587239.277,0.326428,0.002337,0.326436,0.131
1785587239.310,0.325983,0.009882,0.326132,0.122
1785587239.346,0.323738,0.004571,0.323770,0.020
1785587239.376,0.319923,-0.003492,0.319942,-0.056
1785587239.410,0.317366,-0.003025,0.317380,0.127
1785587239.447,0.317093,0.003769,0.317116,0.157
1785587239.478,0.313247,0.007147,0.313329,0.087
1785587239.513,0.327275,0.007270,0.327355,-0.212
1785587239.545,0.335805,0.005254,0.335846,-0.424
1785587239.579,0.335115,-0.000619,0.335116,-0.640
1785587239.611,0.323270,-0.005378,0.323315,-0.039
1785587239.643,0.323631,-0.003250,0.323647,0.150
1785587239.678,0.321660,0.007020,0.321736,0.131
1785587239.710,0.317360,0.013604,0.317651,-0.224
1785587239.745,0.320487,0.005374,0.320532,-0.210
1785587239.779,0.326590,-0.002165,0.326597,0.079
1785587239.812,0.330443,-0.001373,0.330446,0.175
1785587239.844,0.341002,0.006136,0.341058,0.132
1785587239.877,0.345163,0.007569,0.345246,0.024
1785587239.911,0.327819,0.003436,0.327837,0.062
1785587239.943,0.311190,0.003962,0.311215,-0.016
1785587239.976,0.316039,0.007027,0.316117,-0.096
1785587240.009,0.315053,0.006523,0.315120,-0.082
1785587240.045,0.332603,0.006097,0.332659,0.030
1785587240.080,0.344781,0.009848,0.344922,-0.032
1785587240.111,0.338832,0.008341,0.338934,-0.145
1785587240.146,0.327190,0.014171,0.327497,-0.076
1785587240.178,0.318853,0.011843,0.319073,-0.476
1785587240.210,0.318664,0.008546,0.318778,-0.675
1785587240.243,0.333519,0.002396,0.333528,-0.584
1785587240.276,0.333919,0.001586,0.333923,-0.472
1785587240.310,0.327239,0.001876,0.327245,-0.349
1785587240.345,0.334016,0.003719,0.334036,-0.345
1785587240.379,0.347443,-0.000166,0.347443,-0.479
1785587240.411,0.348601,-0.009148,0.348721,-0.583
1785587240.444,0.328624,-0.000058,0.328624,-0.513
1785587240.477,0.321306,0.010850,0.321489,-0.490
1785587240.510,0.334484,0.004492,0.334515,-0.341
1785587240.543,0.347966,-0.006028,0.348018,-0.273
1785587240.578,0.336640,-0.000583,0.336641,-0.221
1785587240.610,0.320818,0.011064,0.321009,-0.270
1785587240.645,0.328215,0.011320,0.328410,-0.253
1785587240.678,0.342457,0.001721,0.342461,-0.409
1785587240.711,0.336263,-0.001282,0.336266,-0.506
1785587240.745,0.326957,0.006063,0.327014,-0.423
1785587240.777,0.324808,0.008239,0.324912,-0.112
1785587240.810,0.336480,0.005083,0.336519,-0.107
1785587240.843,0.341358,-0.000244,0.341358,-0.230
1785587240.876,0.332728,0.002337,0.332736,-0.401
1785587240.909,0.327113,0.003141,0.327128,-0.204
1785587240.945,0.330930,-0.000263,0.330930,0.083
1785587240.978,0.334302,-0.000608,0.334302,0.370
1785587241.014,0.332353,0.000090,0.332353,0.015
1785587241.044,0.329865,-0.000473,0.329865,-0.033
1785587241.078,0.333466,-0.005877,0.333518,0.161
1785587241.112,0.338129,-0.013551,0.338400,0.335
1785587241.144,0.333197,-0.011961,0.333412,0.262
1785587241.176,0.332210,0.005019,0.332248,0.019
1785587241.209,0.334778,0.008797,0.334894,-0.123
1785587241.245,0.335665,-0.009968,0.335813,-0.054
1785587241.278,0.335037,-0.006945,0.335109,0.184
1785587241.312,0.329725,0.008841,0.329844,0.144
1785587241.344,0.325947,0.008268,0.326052,0.057
1785587241.380,0.325948,-0.002444,0.325957,-0.014
1785587241.411,0.325769,-0.009288,0.325901,0.047
1785587241.443,0.326886,-0.001274,0.326889,0.082
1785587241.476,0.330403,0.004261,0.330431,0.091
1785587241.509,0.337111,0.003150,0.337126,0.008
1785587241.546,0.339124,-0.003945,0.339147,-0.037
1785587241.578,0.337243,-0.003490,0.337261,0.008
1785587241.613,0.339181,0.005755,0.339230,0.130
1785587241.644,0.335467,0.007484,0.335550,0.107
1785587241.677,0.330906,0.002493,0.330916,-0.123
1785587241.710,0.323675,-0.003656,0.323695,0.022
1785587241.743,0.317723,0.002574,0.317734,0.130
1785587241.776,0.314780,0.007224,0.314863,0.063
1785587241.810,0.329224,0.004363,0.329253,-0.193
1785587241.845,0.351479,0.005797,0.351527,-0.160
1785587241.878,0.350138,-0.004649,0.350169,-0.308
1785587241.912,0.341899,-0.012116,0.342114,0.012
1785587241.945,0.334717,-0.006683,0.334784,0.146
1785587241.977,0.326660,-0.002846,0.326672,0.158
1785587242.010,0.321499,-0.007366,0.321583,0.159
1785587242.044,0.334630,-0.015207,0.334975,0.242
1785587242.076,0.344096,-0.003941,0.344119,0.511
1785587242.110,0.343517,0.008412,0.343620,0.152
1785587242.146,0.343887,0.006639,0.343951,-0.039
1785587242.178,0.337930,-0.003465,0.337947,-0.062
1785587242.214,0.320690,-0.003319,0.320707,0.205
1785587242.246,0.321663,0.006193,0.321722,0.226
1785587242.277,0.322231,0.006482,0.322297,0.159
1785587242.310,0.326053,0.005051,0.326092,-0.159
1785587242.343,0.349236,0.004830,0.349270,-0.414
1785587242.376,0.341902,0.004788,0.341935,-0.722
1785587242.409,0.316882,0.005201,0.316924,-0.580
1785587242.446,0.322191,0.008025,0.322291,-0.312
1785587242.477,0.344754,0.006597,0.344817,-0.149
1785587242.511,0.348859,0.001449,0.348862,-0.567
1785587242.544,0.335737,-0.003319,0.335753,-0.710
1785587242.577,0.329864,-0.002131,0.329871,-0.704
1785587242.612,0.339578,0.002790,0.339590,-0.644
1785587242.644,0.343192,0.001188,0.343194,-0.593
1785587242.676,0.334803,-0.003496,0.334821,-0.664
1785587242.710,0.327018,-0.011415,0.327217,-0.203
1785587242.745,0.333021,-0.013317,0.333288,-0.033
