time_sec,forward_speed_mps,lateral_speed_mps,total_speed_mps,yaw_rate_deg_s
1785587138.727,0.311273,0.028435,0.312569,-0.019
1785587138.761,0.515789,0.034827,0.516964,0.038
1785587138.795,0.543696,-0.019961,0.544062,-1.731
1785587138.828,0.342903,-0.024662,0.343789,-2.382
1785587138.861,0.238704,0.006854,0.238802,-2.552
1785587138.895,0.260131,0.004747,0.260174,-2.268
1785587138.927,0.399778,-0.005576,0.399817,-2.567
1785587138.961,0.443474,-0.022012,0.444020,-2.589
1785587138.993,0.350512,0.008167,0.350607,-2.434
1785587139.025,0.275322,0.018906,0.275971,-2.874
1785587139.059,0.296571,-0.016850,0.297049,-2.114
1785587139.094,0.377865,-0.019112,0.378348,-1.037
1785587139.128,0.380729,0.000825,0.380730,-1.544
1785587139.161,0.317512,0.031529,0.319073,-1.485
1785587139.193,0.277928,0.008812,0.278067,-1.542
1785587139.227,0.355169,-0.027857,0.356260,-1.168
1785587139.261,0.377381,-0.014551,0.377662,-1.162
1785587139.293,0.324783,0.013303,0.325055,-1.422
1785587139.326,0.288681,0.000991,0.288683,-1.262
1785587139.359,0.341883,-0.025728,0.342850,-0.907
1785587139.395,0.375818,-0.022607,0.376497,-1.068
1785587139.429,0.328187,0.000382,0.328188,-0.977
1785587139.461,0.283464,0.012142,0.283724,-0.813
1785587139.493,0.317529,-0.001910,0.317534,-0.647
1785587139.526,0.389570,-0.013041,0.389789,-1.258
1785587139.563,0.349653,0.001070,0.349654,-1.160
1785587139.592,0.289452,0.014567,0.289818,-1.140
1785587139.625,0.324537,-0.003066,0.324551,-0.862
1785587139.660,0.381204,-0.006917,0.381266,-1.001
1785587139.691,0.365492,0.009499,0.365615,-1.772
1785587139.727,0.286984,0.027186,0.288269,-1.670
1785587139.761,0.303289,0.008338,0.303403,-1.359
1785587139.794,0.369011,-0.003474,0.369027,-1.337
1785587139.827,0.366178,0.013861,0.366440,-2.061
1785587139.859,0.298297,0.031552,0.299961,-1.859
1785587139.894,0.287040,0.016188,0.287496,-1.722
1785587139.926,0.376065,-0.009049,0.376173,-1.990
1785587139.959,0.390564,-0.004721,0.390593,-2.141
1785587139.993,0.318883,0.025620,0.319910,-2.456
1785587140.028,0.280889,0.020445,0.281632,-2.167
1785587140.062,0.355115,-0.005915,0.355164,-1.775
1785587140.096,0.400622,-0.021550,0.401201,-2.230
1785587140.126,0.320652,0.026328,0.321731,-2.704
1785587140.160,0.268895,0.038821,0.271683,-2.329
1785587140.192,0.325412,0.008348,0.325519,-1.889
1785587140.225,0.405667,-0.022831,0.406309,-2.447
1785587140.259,0.354137,0.016076,0.354502,-2.427
1785587140.328,0.318070,0.012869,0.318330,-1.971
1785587140.361,0.390895,-0.028573,0.391938,-2.032
1785587140.393,0.379182,-0.010116,0.379317,-2.500
1785587140.428,0.276287,0.046476,0.280169,-2.747
1785587140.461,0.280546,0.020748,0.281312,-2.188
1785587140.493,0.366164,-0.020102,0.366716,-2.052
1785587140.526,0.392983,-0.017582,0.393376,-2.841
1785587140.560,0.309197,0.039140,0.311665,-2.722
1785587140.595,0.270795,0.044475,0.274423,-2.724
1785587140.627,0.356350,0.005095,0.356386,-2.061
1785587140.664,0.412819,-0.027280,0.413719,-2.232
1785587140.694,0.355295,0.004103,0.355319,-2.777
1785587140.727,0.263489,0.048311,0.267882,-2.900
1785587140.761,0.308852,0.023152,0.309719,-2.202
1785587140.792,0.396847,-0.020453,0.397374,-2.264
1785587140.825,0.369936,0.002371,0.369943,-2.984
1785587140.896,0.287067,0.034261,0.289105,-2.499
1785587140.927,0.374535,-0.012579,0.374746,-1.947
1785587140.961,0.402010,-0.022443,0.402636,-2.200
1785587140.995,0.330380,0.030883,0.331820,-2.658
1785587141.060,0.331020,0.011097,0.331206,-2.030
1785587141.092,0.391473,-0.018370,0.391904,-2.327
1785587141.126,0.353039,0.038486,0.355131,-3.076
1785587141.196,0.311225,0.011477,0.311437,-2.630
1785587141.227,0.370319,-0.019740,0.370844,-2.238
1785587141.260,0.372514,0.005297,0.372552,-2.371
1785587141.328,0.301798,0.030436,0.303329,-2.460
1785587141.360,0.354055,-0.004632,0.354086,-2.119
1785587141.393,0.378608,-0.006776,0.378668,-2.648
1785587141.426,0.317843,0.039485,0.320286,-2.676
1785587141.458,0.291513,0.039728,0.294208,-2.292
1785587141.491,0.336074,0.010064,0.336225,-2.250
1785587141.527,0.375496,-0.004421,0.375522,-2.531
1785587141.561,0.329060,0.025021,0.330010,-2.422
1785587141.593,0.288150,0.040405,0.290969,-2.276
1785587141.626,0.342855,0.015883,0.343222,-2.261
1785587141.660,0.385635,0.000981,0.385636,-2.183
1785587141.697,0.349969,0.022323,0.350680,-2.586
1785587141.759,0.321902,0.027721,0.323093,-2.168
1785587141.794,0.385241,-0.006894,0.385302,-2.513
1785587141.827,0.346756,0.011552,0.346948,-2.701
1785587141.860,0.287724,0.038522,0.290291,-2.353
1785587141.893,0.304094,0.028163,0.305396,-2.030
1785587141.926,0.381862,-0.004613,0.381890,-2.546
1785587141.959,0.362004,0.013198,0.362245,-2.411
1785587141.993,0.300359,0.048012,0.304172,-2.759
1785587142.025,0.318507,0.039164,0.320906,-2.844
1785587142.059,0.388796,-0.002202,0.388802,-3.030
1785587142.094,0.389403,-0.004776,0.389433,-4.253
1785587142.794,0.380156,0.024680,0.380956,-2.711
1785587142.827,0.440307,-0.036945,0.441854,-2.935
1785587142.860,0.366010,-0.006187,0.366062,-2.258
1785587142.893,0.273840,0.049393,0.278259,-2.788
1785587142.925,0.274206,0.047622,0.278311,-1.606
1785587142.959,0.341332,0.022836,0.342095,-0.463
1785587142.992,0.403582,0.007951,0.403660,-1.314
1785587143.027,0.337563,0.020765,0.338201,-1.505
1785587143.093,0.281281,0.048312,0.285400,-1.766
1785587143.126,0.385418,0.013456,0.385652,-0.645
1785587143.163,0.386675,0.002050,0.386681,-0.649
1785587143.192,0.312129,0.029814,0.313550,-0.730
1785587143.259,0.328956,0.034701,0.330781,-0.471
1785587143.294,0.390537,0.007977,0.390618,-0.638
1785587143.328,0.350193,0.020029,0.350766,-0.683
1785587143.360,0.283732,0.041815,0.286796,-0.712
