time_sec,forward_speed_mps,lateral_speed_mps,total_speed_mps,yaw_rate_deg_s
1785588887.972,0.336421,-0.004788,0.336455,1.400
1785588888.009,0.331920,-0.000421,0.331920,1.348
1785588888.042,0.342689,0.012124,0.342904,1.348
1785588888.074,0.353803,0.012692,0.354030,1.317
1785588888.107,0.342030,-0.002886,0.342043,1.129
1785588888.140,0.331966,-0.009153,0.332092,1.312
1785588888.175,0.340265,0.005459,0.340309,1.487
1785588888.207,0.338681,0.012054,0.338895,1.079
1785588888.239,0.336809,0.008109,0.336907,0.605
1785588888.275,0.339275,-0.004911,0.339310,0.512
1785588888.309,0.349726,-0.004654,0.349757,0.749
1785588888.341,0.352102,-0.000399,0.352102,1.033
1785588888.374,0.339309,0.005420,0.339352,0.879
1785588888.407,0.332059,0.006963,0.332132,0.649
1785588888.444,0.334038,0.005796,0.334088,0.500
1785588888.473,0.346806,-0.001324,0.346809,0.699
1785588888.506,0.342888,-0.006606,0.342952,0.723
1785588888.542,0.336878,-0.002410,0.336887,0.851
1785588888.572,0.339220,0.006390,0.339280,0.835
1785588888.609,0.346072,0.004428,0.346101,0.722
1785588888.641,0.344621,-0.000114,0.344621,0.669
1785588888.674,0.337493,-0.005274,0.337534,0.740
1785588888.707,0.338494,-0.006221,0.338551,0.707
1785588888.740,0.345734,-0.002700,0.345745,0.856
1785588888.775,0.345403,0.004889,0.345438,0.765
1785588888.807,0.337668,0.002541,0.337677,0.624
1785588888.840,0.340535,-0.004523,0.340565,0.618
1785588888.872,0.347630,-0.006264,0.347687,0.705
1785588888.910,0.342183,-0.000337,0.342184,0.706
1785588888.941,0.335516,0.002703,0.335527,0.726
1785588888.974,0.342047,-0.001272,0.342049,0.724
1785588889.008,0.346022,-0.000804,0.346023,0.645
1785588889.041,0.339713,0.005238,0.339754,0.676
1785588889.074,0.333123,0.011374,0.333317,0.577
1785588889.106,0.340923,0.006296,0.340981,0.260
1785588889.139,0.345968,-0.001820,0.345973,-0.012
1785588889.172,0.342925,-0.003420,0.342942,0.067
1785588889.209,0.347642,0.003663,0.347662,0.156
1785588889.242,0.351818,0.009181,0.351938,0.150
1785588889.274,0.346862,0.004980,0.346898,-0.094
1785588889.308,0.252988,0.008999,0.253148,-0.101
1785588889.340,0.150826,0.006389,0.150962,0.244
1785588889.373,0.115701,0.006151,0.115864,0.407
1785588889.406,0.108971,0.011781,0.109606,0.426
