time_sec,forward_speed_mps,lateral_speed_mps,total_speed_mps,yaw_rate_deg_s
1785583567.010,0.231769,0.020451,0.232670,-0.092
1785583567.044,0.322482,-0.006154,0.322541,-0.519
1785583567.079,0.301772,-0.010922,0.301969,-1.499
1785583567.113,0.289724,0.006975,0.289808,-1.121
1785583567.146,0.273294,0.014116,0.273659,-0.658
1785583567.179,0.271546,0.002365,0.271556,-0.103
1785583567.212,0.289651,0.002780,0.289665,-0.489
1785583567.245,0.294432,0.007815,0.294536,-0.718
1785583567.278,0.276862,0.006102,0.276929,-0.893
1785583567.311,0.271927,-0.003485,0.271949,-0.576
1785583567.344,0.285459,-0.010105,0.285638,-0.348
1785583567.380,0.289554,0.001038,0.289556,-0.187
1785583567.413,0.281205,0.008071,0.281321,-0.403
1785583567.447,0.279040,0.003766,0.279066,-0.419
1785583567.479,0.282079,-0.004900,0.282122,-0.480
1785583567.512,0.277708,-0.004237,0.277740,-0.352
1785583567.545,0.274315,0.001812,0.274321,-0.323
1785583567.578,0.278130,0.004226,0.278162,-0.369
1785583567.612,0.282561,0.001904,0.282567,-0.516
1785583567.644,0.280399,0.000110,0.280399,-0.502
1785583567.680,0.279249,0.004397,0.279284,-0.492
1785583567.713,0.279137,0.010195,0.279323,-0.512
1785583567.746,0.281813,0.008302,0.281935,-0.476
1785583567.778,0.279985,0.000712,0.279986,-0.534
1785583567.813,0.276165,0.006071,0.276232,-0.660
1785583567.845,0.275343,0.013829,0.275690,-0.700
1785583567.877,0.274679,0.014339,0.275053,-0.819
1785583567.913,0.276285,0.006206,0.276355,-0.810
1785583567.944,0.280422,0.002537,0.280434,-0.722
1785583567.981,0.277210,0.012229,0.277480,-0.731
1785583568.014,0.278342,0.012115,0.278605,-0.780
1785583568.047,0.281361,0.006145,0.281428,-0.703
1785583568.079,0.285038,0.002747,0.285051,-0.688
1785583568.112,0.280414,0.011800,0.280662,-0.703
1785583568.146,0.279434,0.012929,0.279733,-0.689
1785583568.178,0.279589,0.008213,0.279710,-0.772
1785583568.211,0.278842,0.005556,0.278897,-0.902
1785583568.244,0.280202,0.013221,0.280514,-0.788
1785583568.277,0.282482,0.015343,0.282898,-0.894
1785583568.313,0.277976,0.009962,0.278154,-0.928
1785583568.346,0.276955,0.004329,0.276989,-0.860
1785583568.379,0.278637,0.013595,0.278969,-0.913
1785583568.412,0.283580,0.014561,0.283953,-1.033
1785583568.445,0.282987,0.004048,0.283016,-0.909
1785583568.478,0.282166,-0.003355,0.282186,-0.861
1785583568.513,0.279192,0.006060,0.279258,-0.835
1785583568.547,0.279443,0.018823,0.280076,-0.785
1785583568.582,0.279312,0.015520,0.279742,-0.912
1785583568.613,0.286184,0.004612,0.286221,-0.994
1785583568.648,0.284522,0.001782,0.284528,-0.904
1785583568.678,0.280055,0.015005,0.280457,-0.877
1785583568.711,0.278730,0.017142,0.279257,-0.950
1785583568.745,0.279531,0.013834,0.279874,-0.880
1785583568.778,0.281297,0.010039,0.281476,-0.965
1785583568.814,0.280288,0.017818,0.280853,-0.926
