time_sec,forward_speed_mps,lateral_speed_mps,total_speed_mps,yaw_rate_deg_s
1785587610.710,0.170097,0.006406,0.170217,0.154
1785587610.741,0.448740,0.037023,0.450264,-0.219
1785587610.774,0.502190,-0.001234,0.502191,-0.799
1785587610.810,0.349709,-0.025152,0.350612,-1.688
1785587610.847,0.278250,0.014236,0.278614,-1.799
1785587610.879,0.269691,0.014602,0.270086,-1.243
1785587610.909,0.315635,-0.001889,0.315640,-0.634
1785587610.942,0.374101,-0.000652,0.374102,-1.758
1785587610.975,0.365502,-0.005533,0.365544,-1.975
1785587611.008,0.315112,0.006088,0.315171,-1.366
1785587611.041,0.296541,-0.005966,0.296601,-0.933
1785587611.075,0.298646,-0.013133,0.298935,-0.325
1785587611.110,0.334615,0.011504,0.334812,-0.497
1785587611.143,0.337695,0.018874,0.338222,-1.225
1785587611.178,0.310116,0.011741,0.310338,-1.121
1785587611.209,0.304545,-0.008445,0.304662,-0.866
1785587611.244,0.324905,-0.006721,0.324975,-0.500
1785587611.275,0.329018,0.005877,0.329071,-0.505
1785587611.308,0.315284,0.013056,0.315554,-0.681
1785587611.344,0.306954,-0.005655,0.307006,-0.696
1785587611.374,0.324227,-0.016405,0.324642,-0.580
1785587611.410,0.335017,-0.000490,0.335017,-0.536
1785587611.443,0.320088,0.016602,0.320518,-0.542
1785587611.476,0.315415,0.008415,0.315527,-0.457
1785587611.509,0.335530,-0.010002,0.335679,-0.472
1785587611.543,0.338416,-0.003679,0.338436,-0.590
1785587611.575,0.319107,0.010699,0.319286,-0.512
1785587611.609,0.308887,0.011709,0.309109,-0.530
1785587611.642,0.332170,0.000456,0.332170,-0.613
1785587611.674,0.340993,-0.000626,0.340994,-0.610
1785587611.711,0.318829,0.012230,0.319063,-0.602
1785587611.744,0.312253,0.015959,0.312660,-0.524
1785587611.778,0.328390,0.012182,0.328616,-0.529
1785587611.810,0.338684,0.010150,0.338836,-0.760
1785587611.843,0.324743,0.009765,0.324889,-0.855
1785587611.875,0.309506,0.008293,0.309618,-0.710
1785587611.908,0.318079,0.002290,0.318087,-0.676
1785587611.941,0.334630,0.007187,0.334707,-0.820
1785587611.974,0.327263,0.010701,0.327438,-0.816
1785587612.010,0.310612,0.008229,0.310721,-0.906
1785587612.044,0.324632,0.000956,0.324633,-0.878
1785587612.077,0.335562,0.001350,0.335565,-0.794
1785587612.109,0.323419,0.009102,0.323547,-0.866
1785587612.143,0.311944,0.009804,0.312098,-0.892
1785587612.176,0.320221,0.005891,0.320276,-0.815
1785587612.208,0.336174,0.005775,0.336223,-0.924
1785587612.241,0.328790,0.009278,0.328921,-1.000
1785587612.274,0.313913,0.008639,0.314032,-0.892
1785587612.310,0.323564,0.002808,0.323576,-0.758
1785587612.343,0.342153,0.007396,0.342233,-0.789
1785587612.377,0.334757,0.014128,0.335055,-0.818
1785587612.413,0.311354,0.012604,0.311609,-1.073
1785587612.442,0.314269,0.004979,0.314309,-1.185
1785587612.476,0.327230,-0.000366,0.327231,-0.978
1785587612.509,0.327658,-0.001904,0.327664,-0.927
1785587612.541,0.316777,0.000041,0.316777,-0.946
1785587612.574,0.317071,0.005989,0.317128,-0.921
1785587612.610,0.336259,0.010802,0.336433,-1.096
1785587612.643,0.337802,0.005560,0.337848,-1.210
1785587612.677,0.321974,0.002351,0.321983,-1.099
1785587612.709,0.315322,0.007445,0.315410,-0.969
1785587612.744,0.330037,0.006663,0.330105,-0.818
1785587612.775,0.338030,0.000078,0.338030,-0.756
1785587612.810,0.325056,-0.000723,0.325057,-0.785
1785587612.843,0.316928,0.005847,0.316982,-0.805
1785587612.874,0.328595,0.010027,0.328748,-0.719
1785587612.911,0.345148,-0.005155,0.345186,-0.807
1785587612.944,0.332528,-0.008999,0.332649,-0.877
1785587612.977,0.307839,0.006257,0.307903,-0.792
1785587613.010,0.313622,0.023501,0.314501,-0.868
1785587613.042,0.335477,0.012076,0.335694,-1.002
1785587613.075,0.340022,-0.007311,0.340101,-0.982
1785587613.108,0.321268,-0.005123,0.321309,-0.960
1785587613.142,0.313891,0.020013,0.314528,-0.844
1785587613.174,0.334527,0.023684,0.335364,-0.797
1785587613.210,0.340665,0.008850,0.340780,-0.996
1785587613.243,0.319968,0.006406,0.320033,-1.162
1785587613.277,0.312912,0.010627,0.313093,-0.955
1785587613.310,0.332982,0.010258,0.333140,-0.854
1785587613.342,0.342438,0.004610,0.342469,-0.958
1785587613.379,0.327174,0.004867,0.327211,-0.902
1785587613.409,0.314651,0.007828,0.314748,-0.913
1785587613.442,0.329753,0.006192,0.329811,-0.933
1785587613.475,0.344523,0.003783,0.344544,-0.880
1785587613.508,0.335509,0.005126,0.335549,-0.989
1785587613.543,0.318115,0.004369,0.318145,-0.917
1785587613.577,0.325988,0.001025,0.325990,-0.806
1785587613.611,0.341413,0.004317,0.341441,-0.896
1785587613.642,0.329594,0.008205,0.329696,-1.052
1785587613.675,0.312456,0.007812,0.312553,-0.938
1785587613.708,0.314984,0.003376,0.315002,-0.933
1785587613.744,0.341162,0.007542,0.341245,-0.981
1785587613.779,0.339725,0.010175,0.339877,-0.986
1785587613.814,0.316812,0.012560,0.317061,-1.134
1785587613.843,0.322037,0.006692,0.322107,-1.138
1785587613.877,0.338579,0.005857,0.338629,-1.036
1785587613.909,0.337318,0.007330,0.337398,-1.015
1785587613.944,0.317791,0.002894,0.317804,-0.894
1785587613.976,0.316954,-0.002759,0.316966,-0.712
1785587614.008,0.335238,-0.005647,0.335286,-0.793
1785587614.041,0.335160,-0.000117,0.335160,-0.842
1785587614.075,0.316968,0.001024,0.316970,-0.759
1785587614.112,0.316665,0.005233,0.316708,-0.712
1785587614.144,0.333678,0.005192,0.333719,-0.879
1785587614.177,0.341303,0.006621,0.341367,-0.874
1785587614.210,0.321329,0.004431,0.321359,-0.949
1785587614.243,0.316939,0.000837,0.316940,-0.884
1785587614.275,0.333113,-0.003243,0.333129,-0.768
1785587614.308,0.344106,0.000551,0.344106,-0.930
1785587614.341,0.326011,0.013236,0.326280,-1.075
1785587614.375,0.319358,0.014424,0.319683,-1.009
1785587614.411,0.336966,0.001931,0.336972,-0.978
1785587614.444,0.341809,-0.006995,0.341881,-0.940
1785587614.477,0.330386,-0.004997,0.330424,-0.743
1785587614.509,0.327821,0.009306,0.327953,-0.631
1785587614.542,0.340899,0.012513,0.341129,-0.715
1785587614.577,0.341533,0.008404,0.341636,-0.775
1785587614.609,0.328916,0.004963,0.328953,-0.932
1785587614.641,0.324690,0.010723,0.324867,-0.870
1785587614.675,0.336418,0.014889,0.336747,-0.795
1785587614.710,0.339322,0.013990,0.339610,-0.890
1785587614.743,0.325886,0.012373,0.326121,-1.036
1785587614.777,0.325475,0.007934,0.325572,-0.924
1785587614.809,0.337592,0.004039,0.337616,-0.870
1785587614.842,0.330662,0.002647,0.330673,-0.830
1785587614.875,0.319676,0.000020,0.319676,-0.749
1785587614.909,0.322218,0.001330,0.322220,-0.693
1785587614.942,0.339223,0.001459,0.339226,-0.758
1785587614.975,0.339471,-0.007160,0.339546,-0.691
1785587615.011,0.332017,-0.014644,0.332340,-0.684
1785587615.043,0.333569,-0.007333,0.333650,-0.695
1785587615.077,0.338115,0.003374,0.338131,-0.649
1785587615.110,0.330263,0.000334,0.330263,-0.692
1785587615.144,0.323440,-0.009929,0.323592,-0.603
1785587615.176,0.328432,-0.007319,0.328514,-0.449
1785587615.208,0.334050,0.002120,0.334057,-0.394
1785587615.242,0.328517,0.003442,0.328535,-0.491
1785587615.275,0.319416,-0.006358,0.319479,-0.480
1785587615.310,0.329039,-0.003587,0.329058,-0.487
1785587615.344,0.336001,0.003339,0.336018,-0.493
1785587615.377,0.333399,0.005088,0.333438,-0.477
1785587615.409,0.327875,0.002777,0.327886,-0.576
1785587615.442,0.336088,-0.001110,0.336090,-0.624
1785587615.475,0.339878,-0.002237,0.339885,-0.551
1785587615.509,0.332947,-0.002959,0.332960,-0.542
